order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,store_location,order_status
O05947,2025-03-04,C0741,P206,HP Laptop,Fashion,-1,abc,10%,,UPI,Bangalore,Cancelled
O05948,19/03/2025,C0997,P204,Nike Shoes,Electronic,2,abc,,,,Bangalore,Returned
O05949,05/01/2025,C0217,P201,iPhone 15,Home and Living,-1,33660,5%,,Cash,Lucknow,Cancelled
O05950,17-03-2025,C0549,P205,Levi Jeans,Fashon,1,abc,0.1,,Debit Card,Lucknow,Completed
O05951,10/01/2025,C0730,P209,Office Chair,Electronics,3,49262,,,UPI,Chennai,Cancelled
O05952,2025-01-15,C0862,P205,Levi Jeans,Electronics,3,abc,,,Cash,Bangalore,completed
O05953,2025-03-06,C0058,P203,Sony Headphones,Electronics,3,67917,10%,,Debit Card,Lucknow,completed
O05954,22-02-2025,C0923,P206,HP Laptop,Electronic,-1,45085,0.05,,Credit Card,Pune,completed
O05955,04/03/2025,C0733,P203,Sony Headphones,Home and Living,2,5904,0,,UPI,Pune,Completed
O05956,07/02/2025,C0754,P209,Office Chair,Home & Living,3,35636,0.05,,Credit Card,Mumbai,Cancelled
O05957,01/03/2025,,P207,Microwave Oven,Electronic,2,abc,0.05,,, ,completed
O05958,2025/02/10,C0742,P201,iPhone 15,Electronics,3,abc,0.05,,Credit Card,Mumbai,Returned
O05959,2025/01/05,C0871,P210,Air Conditioner,Home & Living,2,abc,5%,,Debit Card, ,Returned
O05960,16/02/2025,C0384,P204,Nike Shoes,electronics,2,abc,5%,,Cash,Delhi,Completed
O05961,17/03/2025,C0154,P209,Office Chair,Home & Living,3,45816,ten,,Debit Card,Chennai,Cancelled
O05962,02-03-2025,C0511,P203,Sony Headphones,Electronics,-1,abc,0,,,Lucknow,completed
O05963,2025-02-15,C0211,P204,Nike Shoes,Fashon,1,abc,,,,Jaipur,Cancelled
O05964,20/02/2025,C0936,P206,HP Laptop,Electronic,1,abc,0.1,,, ,Returned
O05965,13/03/2025,C0959,P206,HP Laptop,Electronic,2,abc,10%,,UPI,Jaipur,completed
O05966,2025/01/12,C0636,P210,Air Conditioner,Fashon,-1,abc,ten,,,Jaipur,completed
O05967,2025/01/03,C1000,P203,Sony Headphones,Home and Living,-1,abc,0.1,,,Chennai,Cancelled
O05968,2025/01/17,C0948,P209,Office Chair,electronics,3,1371,5%,,Cash, ,completed
O05969,2025-02-21,C0545,P210,Air Conditioner,Home & Living,-1,1836,,,,Pune,Cancelled
O05970,29/03/2025,C0225,P204,Nike Shoes,Electronics,2,abc,5%,,,Pune,completed
O05971,2025-01-05,C0327,P207,Microwave Oven,Electronics,2,8882,0,,Credit Card,Lucknow,Cancelled
O05972,2025-03-21,C0926,P202,Samsung TV,Fashon,2,57822,0,,Credit Card,Lucknow,completed
O05973,18-02-2025,C0609,P210,Air Conditioner,Home and Living,3,abc,0.1,,,Jaipur,Cancelled
O05974,2025-03-22,C0037,P208,Refrigerator,electronics,-1,abc,0.05,,UPI,Pune,Cancelled
O05975,22/03/2025,C0788,P205,Levi Jeans,Electronics,-1,abc,0,,Cash,Mumbai,completed
O05976,11/01/2025,C0606,P209,Office Chair,electronics,-1,75262,0,,,Kolkata,Returned
O05977,30-01-2025,C0239,P202,Samsung TV,electronics,3,42987,,,Debit Card,Pune,completed
O05978,29/03/2025,C0778,P203,Sony Headphones,electronics,2,5524,0.05,,, ,completed
O05979,2025/01/17,C0609,P202,Samsung TV,Home and Living,1,1907,0,,Cash,Bangalore,completed
O05980,2025/03/31,C0267,P205,Levi Jeans,Home and Living,-1,abc,,,,Delhi,completed
O05981,31-01-2025,C0909,P207,Microwave Oven,Fashon,1,abc,0.05,,,Kolkata,Completed
O05982,2025-01-01,C0716,P205,Levi Jeans,Fashon,1,79091,5%,,Credit Card, ,Returned
O05983,2025/03/22,C0459,P201,iPhone 15,Fashon,-1,abc,0.05,,Debit Card,Mumbai,Returned
O05984,2025/01/02,C0692,P204,Nike Shoes,Home & Living,1,abc,0.1,,Debit Card,Delhi,completed
O05985,2025/02/13,C0287,P205,Levi Jeans,Home & Living,-1,40929,10%,,,Bangalore,Cancelled
O05986,2025/01/20,C0999,P203,Sony Headphones,electronics,1,75144,0.1,,Debit Card,Bangalore,Completed
O05987,2025/01/20,C0193,P208,Refrigerator,electronics,1,abc,0.05,,Cash,Chennai,completed
O05988,2025-02-11,C0188,P208,Refrigerator,Fashon,3,43047,0,,Cash,Pune,Cancelled
O05989,18-03-2025,C0155,P206,HP Laptop,Fashon,-1,abc,ten,,Cash,Jaipur,Cancelled
O05990,2025-02-25,C0021,P201,iPhone 15,electronics,-1,abc,0.1,,UPI,Bangalore,completed
O05991,2025/02/13,C0869,P208,Refrigerator,electronics,1,abc,0,,Credit Card,Lucknow,Returned
O05992,25-03-2025,C0967,P206,HP Laptop,Home & Living,-1,abc,0,,,Lucknow,Returned
O05993,20/03/2025,C0392,P203,Sony Headphones,Fashion,-1,7559,0,,Debit Card,Pune,completed
O05994,2025-01-08,C0450,P209,Office Chair,Home & Living,-1,28855,5%,,Credit Card,Jaipur,Returned
O05995,13/01/2025,C0540,P201,iPhone 15,Fashon,2,33593,0.05,,Cash,Hyderabad,Completed
O05996,08/01/2025,C0840,P208,Refrigerator,Home and Living,1,43189,0.05,,Cash,Delhi,Completed
O05997,2025/02/04,C0038,P210,Air Conditioner,Electronics,3,abc,0.05,,Debit Card, ,Returned
O05998,2025/01/08,C0737,P204,Nike Shoes,Fashion,1,28754,ten,,,Mumbai,Cancelled
O05999,2025/02/19,C0753,P207,Microwave Oven,Home & Living,1,abc,,,Debit Card,Jaipur,completed
O06000,19-01-2025,C0108,P205,Levi Jeans,Electronic,2,35284,10%,,,Pune,Completed
O06001,06-01-2025,C0993,P206,HP Laptop,electronics,2,abc,0,,Debit Card,Jaipur,Completed
O06002,2025-01-28,C0707,P207,Microwave Oven,Home & Living,-1,abc,,,Credit Card, ,Returned
O06003,2025-03-27,C0945,P204,Nike Shoes,Electronic,-1,abc,0,,,Pune,completed
O06004,2025-01-02,C0179,P201,iPhone 15,Electronics,3,27309,,,UPI,Delhi,Cancelled
O06005,2025/02/09,C0927,P208,Refrigerator,Electronic,2,abc,0.05,,UPI,Jaipur,Cancelled
O06006,2025-02-13,C0150,P207,Microwave Oven,Fashion,-1,41929,ten,,Debit Card,Lucknow,Returned
O06007,27/01/2025,C0416,P201,iPhone 15,Fashion,-1,abc,10%,,UPI,Hyderabad,Completed
O06008,09/03/2025,C0854,P206,HP Laptop,Fashon,2,abc,0,,,Hyderabad,Completed
O06009,16/03/2025,C0653,P202,Samsung TV,Fashion,3,abc,ten,,, ,Cancelled
O06010,2025/01/31,C0325,P207,Microwave Oven,Electronics,1,68670,,,Cash,Lucknow,Cancelled
O06011,26-01-2025,C0332,P201,iPhone 15,Fashion,2,15024,10%,,,Lucknow,completed
O06012,16/03/2025,C0766,P207,Microwave Oven,Electronics,-1,70474,0,,UPI,Bangalore,Completed
O06013,2025/02/05,C0102,P203,Sony Headphones,Home and Living,3,abc,0,,Cash,Bangalore,Completed
O06014,18/02/2025,C0866,P202,Samsung TV,Home and Living,1,abc,10%,,,Pune,Returned
O06015,2025-01-06,C0101,P202,Samsung TV,Electronic,2,abc,0.05,,Debit Card, ,Cancelled
O06016,18/03/2025,C0606,P208,Refrigerator,Home and Living,3,abc,10%,,Cash,Mumbai,completed
O06017,18-03-2025,C0449,P207,Microwave Oven,Electronics,3,abc,,,Credit Card,Delhi,Returned
O06018,09-01-2025,C0619,P201,iPhone 15,Electronics,1,36661,10%,,Cash,Jaipur,Returned
O06019,31/03/2025,C0090,P201,iPhone 15,Home and Living,2,6164,0,,,Kolkata,completed
O06020,2025-01-14,C0271,P208,Refrigerator,Electronics,-1,30021,0,,Debit Card,Delhi,Cancelled
O06021,15-01-2025,C0599,P208,Refrigerator,electronics,2,64250,5%,,Credit Card, ,Cancelled
O06022,18/01/2025,C0936,P202,Samsung TV,Electronics,2,17699,,,,Kolkata,Completed
O06023,2025-02-07,C0125,P208,Refrigerator,Fashon,1,abc,10%,,,Hyderabad,Returned
O06024,2025-01-02,C0122,P205,Levi Jeans,Home & Living,2,47343,0.05,,Credit Card,Pune,completed
O06025,2025/02/25,C0761,P209,Office Chair,Fashion,3,abc,0.1,,,Lucknow,Cancelled
O06026,2025-03-20,C0272,P204,Nike Shoes,electronics,1,abc,10%,,UPI,Jaipur,Completed
O06027,2025/02/17,C0642,P209,Office Chair,Home and Living,3,9378,0,,UPI,Pune,Returned
O06028,29-01-2025,C0436,P209,Office Chair,Electronics,2,abc,0,,Cash,Lucknow,Completed
O06029,17/02/2025,C0901,P209,Office Chair,electronics,3,27641,10%,,Cash,Jaipur,Cancelled
O06030,2025/02/03,C0003,P206,HP Laptop,Electronic,3,abc,5%,,,Jaipur,Returned
O06031,2025/03/05,C0533,P203,Sony Headphones,Home & Living,2,56981,,,Debit Card,Lucknow,Cancelled
O06032,2025/02/26,C0041,P206,HP Laptop,Electronic,1,63240,ten,,Debit Card,Bangalore,completed
O06033,2025-01-24,C0444,P202,Samsung TV,Fashon,2,69252,0.1,,Cash,Chennai,Cancelled
O06034,2025/03/22,C0740,P201,iPhone 15,Electronic,2,54531,5%,,Debit Card,Hyderabad,completed
O06035,12-02-2025,C0612,P204,Nike Shoes,Electronic,2,abc,0.1,,Cash,Delhi,Returned
O06036,13/01/2025,C0357,P210,Air Conditioner,Home and Living,1,59448,0,,Debit Card,Hyderabad,Completed
O06037,02-01-2025,C0779,P204,Nike Shoes,Home and Living,-1,8133,5%,,Cash,Pune,Cancelled
O06038,22-03-2025,C0598,P209,Office Chair,Electronics,-1,abc,ten,,,Chennai,Completed
O06039,2025/02/16,C0630,P210,Air Conditioner,Electronic,2,abc,0.05,,UPI,Kolkata,Returned
O06040,2025/03/10,C0181,,Microwave Oven,electronics,3,3479,ten,,UPI,Kolkata,Returned
O06041,26-03-2025,C0669,P201,iPhone 15,Electronics,1,7250,5%,,UPI,Bangalore,Completed
O06042,06/01/2025,C0630,P210,Air Conditioner,electronics,2,abc,,,Cash,Jaipur,Completed
O06043,2025/01/15,C0980,P205,Levi Jeans,Fashon,2,abc,0.05,,,Kolkata,completed
O06044,2025-01-15,C0870,P205,Levi Jeans,Electronics,2,abc,ten,,Debit Card,Kolkata,Cancelled
O06045,2025/02/15,C0093,P206,HP Laptop,electronics,2,abc,5%,,Debit Card,Bangalore,Cancelled
O06046,11/02/2025,C0169,P206,HP Laptop,Fashon,3,abc,10%,,Debit Card, ,Returned
O06047,13-03-2025,C0675,P202,Samsung TV,Electronic,-1,43980,10%,,Cash,Bangalore,Cancelled
O06048,27-03-2025,C0323,P209,Office Chair,Electronic,3,17816,0.1,,Credit Card,Kolkata,completed
O06049,03/01/2025,C0741,P209,Office Chair,Home and Living,3,57276,,,UPI, ,Completed
O06050,02-02-2025,C0614,P205,Levi Jeans,electronics,1,abc,10%,,UPI,Jaipur,completed
O06051,2025/03/12,C0594,P208,Refrigerator,Electronic,3,49684,0.05,,Credit Card, ,Cancelled
O06052,2025/03/07,C0755,P202,Samsung TV,Fashion,3,49890,10%,,UPI,Chennai,Cancelled
O06053,25/02/2025,C0476,P204,Nike Shoes,Home & Living,-1,45674,5%,,Debit Card,Mumbai,Returned
O06054,2025-03-31,C0396,P202,Samsung TV,Fashon,3,abc,0.1,,Cash,Delhi,Returned
O06055,25/02/2025,C0167,P209,Office Chair,Home and Living,3,6584,0,,UPI,Hyderabad,Completed
O06056,2025-03-27,C0367,P207,Microwave Oven,Fashon,1,22536,,,UPI,Jaipur,Cancelled
O06057,22-03-2025,C0906,P209,Office Chair,Electronic,1,abc,ten,,UPI,Jaipur,Cancelled
O06058,2025-01-27,C0030,,Nike Shoes,Electronic,2,39362,ten,,Credit Card,Kolkata,Cancelled
O06059,08-03-2025,C0659,P205,Levi Jeans,Home and Living,2,abc,ten,,Cash,Chennai,Cancelled
O06060,25/01/2025,C0648,P207,Microwave Oven,Fashion,1,abc,,,UPI,Jaipur,Completed
O06061,2025-03-21,C0084,P202,Samsung TV,Home and Living,1,abc,0.05,,Debit Card,Pune,Returned
O06062,2025/01/18,C0361,,Samsung TV,Home and Living,3,52730,0,,UPI,Kolkata,Cancelled
O06063,2025/03/14,C0041,P204,Nike Shoes,electronics,3,41138,,,Credit Card,Mumbai,Returned
O06064,2025/02/04,C0473,P205,Levi Jeans,electronics,3,3614,0.1,,Debit Card,Delhi,Cancelled
O06065,15-01-2025,C0806,P209,Office Chair,Home & Living,1,abc,0.1,,UPI,Delhi,Completed
O06066,11/02/2025,C0575,P210,Air Conditioner,Fashion,2,abc,0.1,,Cash,Jaipur,Cancelled
O06067,2025/03/04,C0202,P201,iPhone 15,Fashon,-1,59935,10%,,Cash,Chennai,Returned
O06068,2025/02/28,C0168,P202,Samsung TV,electronics,3,67830,5%,,, ,Completed
O06069,2025/03/25,C0085,P207,Microwave Oven,Electronic,-1,abc,0.05,,Debit Card,Mumbai,Completed
O06070,15/03/2025,C0296,P204,Nike Shoes,Electronics,1,48008,,,Credit Card,Bangalore,Completed
O06071,06/01/2025,C0783,P203,Sony Headphones,Home and Living,2,38294,0.1,,Credit Card,Chennai,Returned
O06072,2025/03/11,C0178,P209,Office Chair,Home and Living,1,74570,0.05,,Cash,Kolkata,completed
O06073,2025-02-03,C0425,P210,Air Conditioner,Electronics,2,10784,0.05,,Credit Card,Bangalore,completed
O06074,2025/03/31,C0875,P206,HP Laptop,electronics,1,55555,0.05,,Debit Card,Mumbai,Completed
O06075,06-01-2025,C0383,P206,HP Laptop,Electronic,1,10282,0,,Cash,Delhi,completed
O06076,2025/01/08,C0259,P205,Levi Jeans,Fashion,1,abc,0.1,,UPI,Pune,Cancelled
O06077,2025/02/18,C0984,P201,iPhone 15,electronics,3,abc,10%,,Cash,Pune,Completed
O06078,2025-01-14,C0487,P203,Sony Headphones,Fashon,2,12939,0.1,,,Hyderabad,Cancelled
O06079,2025-03-31,C0551,P204,Nike Shoes,Home and Living,3,abc,0.05,,Credit Card,Kolkata,Completed
O06080,30-01-2025,C0052,P203,Sony Headphones,Electronics,-1,17972,,,,Chennai,Completed
O06081,07/02/2025,C0010,P203,Sony Headphones,electronics,1,59409,5%,,,Delhi,Completed
O06082,2025-01-10,C0756,P209,Office Chair,Electronic,1,abc,0.1,,Debit Card,Delhi,Cancelled
O06083,18/03/2025,C0413,P207,Microwave Oven,Fashon,-1,21494,10%,,UPI,Chennai,Cancelled
O06084,01/02/2025,,P202,Samsung TV,Fashon,-1,abc,0,,Debit Card,Delhi,Cancelled
O06085,2025-03-09,C0691,P202,Samsung TV,Fashon,2,62030,10%,,UPI,Hyderabad,Returned
O06086,15-02-2025,C0325,P203,Sony Headphones,electronics,3,70262,5%,,Credit Card,Jaipur,completed
O06087,2025-03-17,,P206,HP Laptop,electronics,2,abc,5%,,Credit Card,Pune,Cancelled
O06088,2025/03/11,C0302,P208,Refrigerator,Electronics,3,69228,,,Debit Card,Delhi,completed
O06089,2025/01/25,C0527,P210,Air Conditioner,Home and Living,2,13840,5%,,Cash,Pune,Cancelled
O06090,20-03-2025,C0124,P209,Office Chair,Electronics,2,abc,0.05,,Cash,Jaipur,Completed
O06091,2025-03-24,C0582,P208,Refrigerator,Home and Living,2,2390,0.1,,,Hyderabad,Completed
O06092,2025/02/22,C0683,P206,HP Laptop,Fashion,-1,abc,10%,,,Jaipur,Completed
O06093,2025-01-13,C0551,P205,Levi Jeans,electronics,1,36458,,,Credit Card,Mumbai,Returned
O06094,27-01-2025,C0409,P204,Nike Shoes,Electronics,2,13611,10%,,Cash, ,Cancelled
O06095,2025/03/25,C0269,P209,Office Chair,Home and Living,2,abc,0.1,,Debit Card,Hyderabad,Completed
O06096,13/03/2025,C0510,P206,HP Laptop,Home & Living,1,abc,ten,,UPI,Delhi,Completed
O06097,2025/01/07,C0118,P205,Levi Jeans,Electronic,1,27162,5%,,Cash,Bangalore,Completed
O06098,01/03/2025,C0888,P207,Microwave Oven,Home and Living,2,abc,5%,,Debit Card,Pune,Cancelled
O06099,18-03-2025,C0658,P202,Samsung TV,Home and Living,2,abc,ten,,Cash, ,Cancelled
O06100,24-03-2025,C0768,P206,HP Laptop,Home & Living,2,abc,5%,,Cash,Delhi,Completed
O06101,21/01/2025,C0317,P210,Air Conditioner,Home and Living,2,59968,0,,UPI,Bangalore,Completed
O06102,22/03/2025,C0400,P207,Microwave Oven,electronics,1,abc,0.05,,,Lucknow,Returned
O06103,10/02/2025,C0956,P210,Air Conditioner,Home and Living,-1,60864,ten,,Credit Card,Delhi,Completed
O06104,2025-01-26,C0179,P209,Office Chair,Electronics,1,3860,0.1,,Credit Card,Delhi,completed
O06105,2025/02/21,C0746,P206,HP Laptop,Home & Living,2,abc,0.05,,UPI,Lucknow,Completed
O06106,30/01/2025,C0183,P209,Office Chair,electronics,1,54264,,,Cash,Lucknow,Returned
O06107,2025/02/04,C0065,P205,Levi Jeans,Home and Living,-1,abc,5%,,Debit Card,Pune,Completed
O06108,2025-03-08,C0912,P209,Office Chair,Electronic,2,abc,5%,,Cash,Chennai,Cancelled
O06109,19/01/2025,C0353,P209,Office Chair,Home and Living,-1,abc,5%,,Debit Card,Lucknow,Cancelled
O06110,2025/01/05,C0424,P209,Office Chair,Fashon,-1,abc,,,UPI,Kolkata,completed
O06111,01-01-2025,C0582,P204,Nike Shoes,Electronics,1,abc,ten,,Cash,Chennai,Returned
O06112,2025-02-01,C0473,P202,Samsung TV,electronics,3,abc,0,,,Delhi,Completed
O06113,11-03-2025,C0774,P203,Sony Headphones,Electronics,1,65613,0.05,,UPI,Delhi,Cancelled
O06114,20-01-2025,C0505,P210,Air Conditioner,Fashon,3,abc,0,,Debit Card, ,completed
O06115,2025/02/07,C0234,P206,HP Laptop,Home & Living,-1,abc,0.1,,Cash,Hyderabad,completed
O06116,31-01-2025,C0229,P208,Refrigerator,Electronics,-1,24877,0.1,,Debit Card, ,Cancelled
O06117,2025-03-01,C0105,P210,Air Conditioner,Electronics,3,abc,10%,,Debit Card,Kolkata,Cancelled
O06118,2025-03-08,C0275,P204,Nike Shoes,Home & Living,2,abc,0.1,,Credit Card, ,Returned
O06119,10/02/2025,C0443,P208,Refrigerator,Fashion,2,abc,0.05,,,Kolkata,Cancelled
O06120,2025-03-12,C0216,P205,Levi Jeans,Electronics,-1,abc,0,,UPI,Lucknow,completed
O06121,2025/01/11,C0426,P206,HP Laptop,Electronic,2,abc,5%,,,Mumbai,Completed
O06122,24/03/2025,C0362,P202,Samsung TV,Fashion,1,abc,5%,,Debit Card,Kolkata,completed
O06123,14-01-2025,C0172,P207,Microwave Oven,Electronic,3,47697,0.05,,Credit Card,Pune,completed
O06124,2025/02/22,C0251,P201,iPhone 15,electronics,1,45141,5%,,Debit Card,Mumbai,Cancelled
O06125,2025/02/07,C0387,P206,HP Laptop,Electronic,-1,39286,5%,,UPI,Chennai,Completed
O06126,2025-02-02,C0302,P204,Nike Shoes,Electronic,3,58008,0.05,,UPI, ,Cancelled
O06127,2025/03/19,C0770,P205,Levi Jeans,electronics,1,20496,,,UPI,Chennai,Cancelled
O06128,2025/02/28,C0999,P201,iPhone 15,Electronics,1,abc,5%,,Credit Card,Hyderabad,Cancelled
O06129,2025/01/09,C0468,P206,HP Laptop,Fashion,2,abc,,,Credit Card,Jaipur,Returned
O06130,2025/01/24,C0909,P209,Office Chair,electronics,1,71994,0,,Debit Card,Delhi,Returned
O06131,2025-01-19,C0739,P203,Sony Headphones,Home & Living,2,abc,0.1,,Debit Card,Mumbai,Cancelled
O06132,16/02/2025,C0572,P209,Office Chair,Electronic,-1,abc,ten,,, ,completed
O06133,2025-03-20,C0973,P209,Office Chair,electronics,-1,abc,10%,,Cash, ,completed
O06134,06/03/2025,C0052,P203,Sony Headphones,Home and Living,2,45935,ten,,UPI,Jaipur,Returned
O06135,2025-03-01,C0484,P204,Nike Shoes,Fashon,1,abc,0,,Cash,Kolkata,Cancelled
O06136,2025-02-16,C0083,P210,Air Conditioner,Electronics,1,abc,,,Debit Card,Pune,Completed
O06137,25/02/2025,C0520,P204,Nike Shoes,electronics,-1,abc,0,,,Jaipur,Cancelled
O06138,2025-03-03,C0088,P202,Samsung TV,Fashon,2,49076,,,Debit Card,Mumbai,completed
O06139,26/02/2025,C0622,P201,iPhone 15,electronics,2,abc,0,,UPI, ,Completed
O06140,04-02-2025,C0874,P206,HP Laptop,Fashon,3,abc,5%,,Cash,Delhi,completed
O06141,2025/01/29,C0019,P207,Microwave Oven,Electronic,2,36082,0.05,,UPI,Mumbai,Cancelled
O06142,2025/03/23,C0795,P203,Sony Headphones,Electronics,1,abc,5%,,UPI,Hyderabad,Cancelled
O06143,2025/03/13,C0763,P210,Air Conditioner,electronics,1,61986,0.05,,UPI,Kolkata,Returned
O06144,29-01-2025,C0091,P207,Microwave Oven,Home & Living,2,abc,ten,,UPI,Hyderabad,Completed
O06145,19-01-2025,C0842,P209,Office Chair,Home & Living,3,68723,ten,,Cash,Lucknow,completed
O06146,04/01/2025,C0966,P210,Air Conditioner,Fashon,-1,abc,0,,Credit Card,Hyderabad,Completed
O06147,2025/01/23,C0224,P204,Nike Shoes,Home and Living,2,50990,0,,Cash,Lucknow,Returned
O06148,16-01-2025,C0612,P209,Office Chair,Fashon,2,abc,,,UPI,Delhi,Cancelled
O06149,19-01-2025,C0264,P203,Sony Headphones,electronics,3,6608,ten,,Debit Card,Mumbai,completed
O06150,2025-03-01,C0366,P209,Office Chair,electronics,-1,abc,0.1,,UPI,Pune,completed
O06151,2025/02/17,C0058,P210,Air Conditioner,Home & Living,1,39686,10%,,Credit Card,Delhi,Cancelled
O06152,15-03-2025,C0095,P207,Microwave Oven,Electronics,3,abc,0.05,,Cash,Chennai,Returned
O06153,15/02/2025,C0806,P203,Sony Headphones,Home & Living,1,70253,0.05,,UPI,Hyderabad,Completed
O06154,06-01-2025,C0442,P204,Nike Shoes,Electronics,3,abc,10%,,Debit Card,Jaipur,Returned
O06155,2025-03-10,C0988,P203,Sony Headphones,Electronics,-1,6426,10%,,UPI,Pune,Completed
O06156,09-03-2025,C0894,P210,Air Conditioner,Home & Living,-1,abc,,,Credit Card,Hyderabad,Cancelled
O06157,03/02/2025,C0290,P202,Samsung TV,Home and Living,1,abc,ten,,UPI,Kolkata,Returned
O06158,2025/02/03,C0974,P201,iPhone 15,Electronics,-1,abc,0.1,,,Delhi,Returned
O06159,2025/01/28,C0249,P206,HP Laptop,Home and Living,1,abc,,,,Mumbai,Cancelled
O06160,2025-03-17,C0576,P210,Air Conditioner,Fashion,-1,69841,ten,,Credit Card,Lucknow,Completed
O06161,2025-03-28,C0130,P210,Air Conditioner,Electronic,1,24224,ten,,Cash,Kolkata,Completed
O06162,08-02-2025,C0624,P202,Samsung TV,Electronic,1,75399,ten,,UPI,Jaipur,Returned
O06163,12-03-2025,C0073,P210,Air Conditioner,Fashion,3,abc,5%,,,Delhi,Cancelled
O06164,2025/01/27,C0907,P201,iPhone 15,Electronic,2,abc,0.1,,Debit Card,Pune,Cancelled
O06165,05-03-2025,C0397,P208,Refrigerator,electronics,3,29697,5%,,Credit Card,Pune,Returned
O06166,2025/01/19,C0597,P204,Nike Shoes,Home and Living,-1,51539,ten,,,Delhi,Completed
O06167,19-01-2025,C0131,P205,Levi Jeans,Electronics,-1,abc,0,,UPI,Kolkata,Cancelled
O06168,2025/02/16,C0858,P210,Air Conditioner,Home & Living,3,15881,0,,Debit Card,Kolkata,Returned
O06169,01/03/2025,C0548,P205,Levi Jeans,Electronics,1,abc,5%,,Cash,Bangalore,completed
O06170,2025/01/24,C0600,P203,Sony Headphones,Home & Living,-1,abc,ten,,Debit Card,Kolkata,Completed
O06171,2025/02/07,C0453,P208,Refrigerator,electronics,3,35203,0,,Cash, ,Cancelled
O06172,2025/01/13,C0841,P208,Refrigerator,Fashion,-1,abc,,,,Pune,Cancelled
O06173,23/01/2025,C0201,P203,Sony Headphones,Home & Living,-1,51630,0.1,,UPI,Hyderabad,Cancelled
O06174,12/02/2025,C0170,P205,Levi Jeans,Electronics,-1,abc,0.05,,Debit Card,Kolkata,Cancelled
O06175,2025-03-27,C0321,P202,Samsung TV,Home and Living,2,1706,10%,,Cash,Bangalore,Completed
O06176,2025/01/04,C0975,P210,Air Conditioner,Electronic,3,55333,0.1,,Credit Card,Hyderabad,Returned
O06177,2025/02/24,C0265,P203,Sony Headphones,Fashion,1,abc,,,Cash,Delhi,Returned
O06178,30-03-2025,C0400,P201,iPhone 15,Electronic,-1,39387,0,,UPI,Kolkata,Cancelled
O06179,2025/02/18,C0988,P203,Sony Headphones,Fashon,2,abc,0,,UPI,Lucknow,Cancelled
O06180,15-01-2025,,P202,Samsung TV,Home and Living,1,abc,10%,,Credit Card,Chennai,Cancelled
O06181,19-03-2025,C0399,P202,Samsung TV,Electronics,3,abc,,,Cash,Lucknow,Returned
O06182,29-01-2025,C0804,P205,Levi Jeans,Electronics,-1,62246,0,,Cash,Delhi,completed
O06183,14/02/2025,C0835,P208,Refrigerator,Fashon,2,75111,0.1,,Cash,Kolkata,Returned
O06184,04-02-2025,C0067,P208,Refrigerator,Electronics,-1,42057,0.05,,Cash,Mumbai,Cancelled
O06185,2025/03/01,C0348,P210,Air Conditioner,Electronic,2,69852,5%,,Debit Card,Pune,Returned
O06186,19/01/2025,C0366,P206,HP Laptop,electronics,1,42420,10%,,Credit Card,Delhi,Returned
O06187,18-02-2025,C0497,P206,HP Laptop,Electronics,3,68868,0.1,,UPI,Mumbai,Completed
O06188,2025-03-06,C0071,P202,Samsung TV,electronics,-1,67103,0.05,,Debit Card,Pune,Completed
O06189,27-03-2025,C0279,P204,Nike Shoes,Home & Living,3,39603,5%,,UPI,Kolkata,Completed
O06190,2025/02/28,C0521,P201,iPhone 15,Electronic,3,abc,,,Credit Card,Jaipur,Returned
O06191,20-01-2025,C0433,P207,Microwave Oven,Fashon,1,abc,ten,,Debit Card,Chennai,completed
O06192,2025-02-15,C0784,P203,Sony Headphones,Fashon,1,49715,0.05,,UPI,Jaipur,completed
O06193,2025/03/10,C0920,P201,iPhone 15,Home and Living,3,abc,ten,,Cash,Jaipur,Completed
O06194,05/02/2025,C0620,P209,Office Chair,Electronic,-1,abc,ten,,UPI,Bangalore,completed
O06195,24-03-2025,C0535,P206,HP Laptop,Electronics,-1,14073,0,,Credit Card,Mumbai,completed
O06196,26-03-2025,C0662,P204,Nike Shoes,electronics,3,59330,5%,,Credit Card,Mumbai,completed
O06197,2025-03-02,C0162,,Refrigerator,Home and Living,1,abc,,,Debit Card,Lucknow,Completed
O06198,10-02-2025,C0788,P209,Office Chair,Home & Living,1,78581,0,,Cash,Pune,completed
O06199,2025-01-29,C0079,P203,Sony Headphones,Electronics,3,abc,0.05,,Cash,Jaipur,Cancelled
O06200,2025/03/01,C0704,P205,Levi Jeans,Fashon,3,45339,,,Cash,Kolkata,completed
O06201,12/02/2025,C0029,P201,iPhone 15,Electronic,3,abc,0.05,,Cash,Hyderabad,completed
O06202,25-02-2025,,P210,Air Conditioner,Home and Living,-1,53792,0,,Debit Card,Mumbai,completed
O06203,30-01-2025,C0778,P207,Microwave Oven,Electronics,3,abc,ten,,,Kolkata,Returned
O06204,2025/01/11,C0778,P205,Levi Jeans,Home & Living,2,36729,0.05,,UPI,Hyderabad,Cancelled
O06205,04/03/2025,C0119,P201,iPhone 15,Fashion,-1,abc,,,,Jaipur,Completed
O06206,04-02-2025,C0574,P208,Refrigerator,Electronic,1,78269,0.1,,,Chennai,Completed
O06207,2025-01-31,C0476,P208,Refrigerator,Home and Living,1,abc,0.05,,Cash,Jaipur,Cancelled
